GSRT,TCRR,TSR,TUE,ablation,benchmark,contaminated_artifact_count,contract_violation_rate,cost_per_successful_task,dead_letter_rate,domain,extra_llm_calls,extra_tool_calls,fault_propagation_depth,mean_time_to_detect_ms,mean_time_to_recover_ms,method,p50_latency_ms,p95_latency_ms,p99_latency_ms,policy_compliance,recovery_success_rate,retry_amplification_factor,silent_failure_rate,task_success,task_success_rate,throughput_tasks_per_min,total_tasks
,,,,,tau3,0,1.0,4.0,0.0,airline,3,0,0,0,1500,adagentflow_rt,1500,1500,1500,1.0,1.0,2.0,0.0,1.0,1.0,40.0,3
